P-521,p521_mlkem1024,mlkem1024,p521_hqc256,hqc256
26.82,52.54,22.3,131.49,182.23
38.57,52.34,16.3,204.06,166.51
37.12,33.38,22.16,127.69,104.77
36.02,52.18,23.61,194.05,183.62
37.04,51.61,14.11,190.17,178.08
31.25,52.25,24.42,124.82,105.84
26.65,52.54,13.88,216.79,168.44
40.73,52.71,22.67,124.0,108.67
37.72,50.1,21.37,192.27,176.51
37.38,49.8,14.7,170.33,107.93
38.51,51.17,13.84,186.79,162.34
24.61,51.6,22.11,126.97,161.24
26.4,51.04,21.91,167.64,109.17
37.76,42.06,13.79,187.07,159.48
24.12,32.62,21.63,133.02,177.26
37.23,32.39,21.42,200.82,167.39
26.12,39.53,21.44,140.43,112.11
25.37,39.14,24.25,190.89,131.88
26.26,38.98,14.98,138.03,141.89
24.2,39.4,14.43,204.15,158.79
29.19,34.36,23.81,135.63,109.74
23.67,39.02,23.26,201.06,170.36
25.15,41.41,22.95,122.94,185.94
23.79,39.22,24.79,194.0,108.36
24.45,46.96,14.41,122.99,166.03
23.99,39.22,22.01,131.6,170.67
24.78,39.55,20.21,120.61,162.77
23.68,39.62,14.03,197.28,104.33
33.62,50.98,23.53,122.97,158.85
36.67,55.7,22.06,187.28,166.21
36.05,54.29,16.32,166.76,109.14
37.12,54.34,23.7,132.71,168.22
24.79,54.2,13.98,158.85,103.01
24.14,55.24,21.79,161.31,159.32
24.58,55.09,21.25,126.28,116.89
24.21,53.58,22.58,185.98,111.28
39.32,47.86,22.43,123.24,109.47
23.53,50.28,14.16,204.79,158.7
24.93,49.66,22.94,202.35,102.58
24.47,48.96,22.82,199.68,161.0
39.4,49.23,23.27,199.98,158.6
25.96,51.88,14.15,124.42,103.28
23.54,53.04,23.72,207.0,104.74
24.24,37.61,21.74,191.77,179.6
24.51,55.35,23.25,201.41,113.39
37.98,53.69,16.35,202.76,167.7
24.52,55.84,23.86,130.63,104.61
24.91,39.73,15.84,190.77,182.58
23.93,54.57,22.07,195.3,103.73
23.79,53.79,14.28,195.46,186.28
25.09,53.68,22.0,198.56,102.42
24.8,53.14,15.01,203.36,176.61
24.23,51.49,23.88,200.94,162.94
23.88,39.43,15.94,124.17,178.14
34.16,39.45,22.22,207.81,103.09
29.08,42.44,16.41,205.31,182.98
27.8,47.93,22.78,3764.31,103.65
23.85,38.08,14.34,191.06,141.9
24.45,40.55,22.39,187.51,104.02
24.79,39.63,13.88,153.87,167.3
38.11,36.52,22.36,200.32,101.18
34.8,39.38,13.94,202.47,134.13
25.29,38.13,24.12,209.15,169.83
23.87,53.77,14.47,163.43,176.47
23.96,51.38,22.64,179.69,172.1
34.32,40.54,14.38,213.83,177.39
23.69,33.81,24.34,199.92,179.83
29.3,53.39,13.9,197.53,104.53
23.94,54.59,21.97,198.95,164.37
24.68,34.01,24.07,125.17,104.07
23.84,44.76,22.39,211.88,174.14
26.11,39.18,13.78,192.49,168.64
23.84,54.87,24.51,192.82,110.53
24.3,36.21,23.51,207.12,160.69
23.68,35.69,22.1,188.48,167.04
24.02,51.11,14.86,206.59,103.27
24.61,45.13,23.57,202.27,170.58
25.45,52.37,24.62,191.97,112.76
24.66,36.55,21.45,189.3,158.7
24.9,35.55,16.24,190.33,111.88
23.85,54.66,22.14,182.77,164.62
25.18,41.74,21.49,150.55,173.66
24.11,54.48,22.34,192.74,106.76
23.39,33.16,24.4,139.73,165.44
24.02,32.74,22.32,202.03,162.6
23.73,53.47,24.12,195.15,3725.21
24.46,36.95,22.09,196.06,103.19
24.86,34.43,23.51,126.42,166.98
25.91,55.24,22.9,201.64,103.03
23.57,44.19,24.04,142.7,162.59
25.48,54.8,22.15,192.6,103.78
23.68,54.18,14.31,200.92,158.88
25.07,44.9,23.44,138.5,160.92
24.7,33.52,21.99,192.21,169.2
24.66,52.96,15.93,193.76,106.05
24.56,33.22,22.49,168.83,104.42
23.9,53.79,24.66,197.63,160.8
24.09,41.12,22.7,195.69,102.73
25.76,55.66,22.75,124.0,174.64
26.15,33.06,24.23,135.7,159.1
24.66,41.41,24.29,200.62,114.6
25.25,37.67,24.69,135.32,114.32
24.62,47.78,24.22,187.6,173.21
23.79,38.66,24.09,199.73,103.93
23.51,50.29,23.13,137.38,172.68
24.46,32.73,23.44,192.39,103.78
25.7,51.5,22.99,186.85,161.19
24.08,35.85,23.49,130.92,103.31
25.18,40.46,23.52,193.82,157.56
38.48,52.14,24.61,124.25,102.15
27.94,46.5,21.41,207.19,174.05
26.23,45.96,21.56,123.82,100.71
24.95,44.83,21.33,121.91,105.52
37.52,42.43,22.12,191.4,157.06
24.88,46.55,21.77,184.5,119.28
24.01,41.23,21.57,131.36,175.61
25.39,36.36,22.04,195.85,169.95
25.24,38.28,21.21,125.31,160.34
25.05,43.31,21.8,194.72,153.19
24.34,51.76,20.87,169.75,160.26
42.0,35.22,22.07,197.66,104.7
24.95,41.09,22.54,186.77,106.03
23.85,35.95,22.71,187.88,177.73
23.69,51.01,23.02,152.18,106.64
39.57,44.79,23.34,204.58,173.0
25.79,33.31,23.07,134.62,102.21
24.93,43.16,22.45,185.1,106.35
24.27,50.3,21.51,182.83,175.55
25.56,36.07,21.72,197.11,104.66
42.73,54.09,21.71,125.4,103.19
32.7,36.95,21.91,191.61,183.32
38.67,37.54,21.67,193.7,164.95
23.84,45.29,21.35,187.47,102.43
25.21,37.96,21.58,186.69,176.93
23.86,41.33,21.54,188.11,106.27
39.01,41.26,21.32,193.47,166.37
26.24,45.45,21.6,192.99,174.72
23.89,49.7,22.24,188.1,103.87
23.98,45.32,21.65,190.9,182.74
41.74,35.34,21.74,122.38,127.51
25.05,54.43,21.55,193.73,160.95
24.24,52.73,23.22,123.03,102.99
24.77,38.38,22.76,199.91,162.2
24.56,51.77,22.79,196.79,160.01
23.43,50.38,22.8,202.13,101.68
24.24,33.85,23.41,126.57,172.58
25.66,34.61,23.3,184.78,162.11
23.82,55.0,22.26,195.44,175.81
24.04,38.39,23.28,134.81,110.83
24.0,50.87,22.84,203.99,169.4
23.71,39.91,22.21,128.45,164.88
24.12,52.39,23.19,201.68,157.62
24.48,54.65,16.92,130.79,160.01
24.22,39.83,23.77,187.76,103.47
24.54,53.49,24.04,133.8,110.9
25.21,41.57,24.29,212.31,138.52
25.33,44.63,23.62,168.15,167.53
25.1,55.13,24.21,174.87,102.98
34.58,53.89,23.93,195.49,111.06
24.79,50.83,24.02,185.07,183.06
25.19,51.74,24.26,125.89,110.28
23.86,49.72,23.56,194.11,185.47
24.18,42.77,23.59,154.26,124.83
24.9,39.73,23.49,192.72,128.69
23.96,40.76,23.65,137.67,138.45
24.53,40.15,24.51,197.63,168.97
24.79,46.29,22.77,132.63,123.68
23.44,48.74,23.41,189.54,160.3
23.92,53.53,23.98,160.69,176.54
23.52,48.09,23.52,196.15,103.28
24.3,45.47,23.55,138.29,155.29
23.66,35.36,23.41,194.37,116.66
23.72,48.55,23.17,158.35,105.12
23.96,47.04,23.55,212.82,101.84
24.68,47.5,23.09,134.08,164.49
25.18,45.2,23.62,196.31,158.9
24.89,44.51,22.72,199.9,106.94
24.28,53.07,22.67,132.84,107.62
26.04,46.07,22.44,187.16,157.26
23.71,44.58,22.9,198.65,105.36
24.16,40.33,22.34,126.3,139.91
24.29,53.41,22.08,203.91,161.8
25.97,53.33,21.71,134.58,104.36
24.16,38.01,22.39,200.52,158.81
24.05,55.81,21.82,191.26,113.39
24.54,54.59,21.99,189.35,163.71
24.52,50.38,22.25,137.48,103.84
25.26,51.19,22.27,185.95,156.57
23.73,51.36,23.27,121.74,103.05
24.43,52.38,22.74,192.1,168.52
24.1,50.69,23.12,202.41,106.3
26.68,50.62,21.02,121.24,167.88
23.81,49.33,22.54,190.3,104.61
24.94,49.42,22.28,178.09,174.86
24.07,48.82,22.09,165.98,101.81
23.92,49.81,22.24,123.47,110.65
24.53,49.7,22.52,201.79,170.51
24.96,53.36,21.78,147.8,112.07
23.8,53.3,23.24,184.0,161.09
24.32,53.96,22.68,166.2,102.77
23.82,54.48,22.73,185.81,171.06
25.39,54.56,24.16,187.53,175.92
35.68,50.81,23.73,187.26,105.33
25.32,51.04,23.54,135.5,169.23
26.39,50.36,23.45,199.47,102.39
23.71,51.64,23.71,191.76,180.96
24.59,51.31,23.08,138.69,104.71
25.94,50.55,23.8,206.11,161.14
25.1,50.79,23.93,207.75,156.71
23.89,52.08,23.66,130.48,101.44
24.09,53.43,23.94,209.58,103.18
24.38,52.24,23.8,125.89,105.09
29.72,52.86,24.28,172.79,163.31
25.37,50.11,24.18,122.74,105.46
24.04,51.48,24.3,201.02,168.58
26.36,51.22,24.16,178.69,168.35
24.92,51.99,24.93,190.65,109.1
24.39,51.13,24.38,211.76,167.97
26.46,54.12,24.49,215.78,114.43
25.31,56.03,24.02,206.33,170.35
36.34,57.65,24.31,130.54,135.48
26.11,56.72,24.54,188.09,185.76
36.62,56.76,24.33,188.44,107.81
24.24,56.99,24.09,128.51,165.46
39.49,57.03,24.39,3763.12,111.46
24.63,56.87,24.53,190.63,158.26
38.85,56.63,24.72,185.52,108.27
24.61,57.17,24.34,167.44,162.82
31.5,54.8,24.82,162.91,106.0
32.46,56.3,24.43,205.12,180.99
37.6,55.58,24.71,187.29,116.31
25.47,56.6,24.59,140.06,165.63
24.68,40.08,24.63,212.92,113.22
40.58,51.78,24.38,139.49,173.82
26.39,55.63,24.5,194.27,158.71
34.74,56.1,24.68,128.25,109.8
26.0,55.66,24.69,186.82,161.12
24.73,55.32,24.23,200.59,114.18
24.27,48.65,24.44,128.99,110.09
24.34,39.29,24.59,188.54,168.87
24.5,46.6,24.38,121.02,114.2
23.39,37.62,24.61,198.67,139.29
23.67,55.0,23.52,119.33,139.98
24.72,53.96,23.8,202.44,169.04
24.78,49.09,23.92,200.85,121.39
37.9,53.72,23.79,121.61,147.75
24.16,49.97,23.41,204.56,158.01
23.87,50.13,23.86,191.9,105.02
33.56,54.12,23.99,197.56,158.17
25.86,49.95,24.43,188.89,160.25
24.14,54.35,23.58,122.2,113.88
30.03,50.88,25.25,186.54,171.83
24.37,55.0,25.1,126.17,173.83
24.68,35.54,24.99,192.21,103.84
23.79,55.86,25.0,132.67,159.77
31.51,56.64,24.87,189.5,161.5
25.8,56.86,24.18,180.12,167.72
24.19,56.38,24.88,123.64,103.46
27.23,52.87,24.19,205.04,169.18
43.15,52.3,24.15,192.51,103.06
23.77,56.44,24.24,202.53,163.92
25.55,56.06,24.46,131.76,110.34
40.3,52.85,23.29,191.55,175.77
26.15,56.74,24.34,121.99,111.23
27.17,56.69,24.88,206.58,176.42
23.59,56.5,18.01,122.89,165.07
32.44,56.37,21.87,190.6,104.9
25.32,55.54,22.42,189.02,173.96
36.42,55.22,21.68,122.47,102.99
26.25,55.3,22.95,198.34,163.67
32.38,55.0,23.26,132.18,103.82
24.44,55.84,23.6,211.58,157.05
30.34,55.88,23.6,128.2,101.6
24.52,54.78,21.78,211.84,180.15
23.59,52.29,21.35,206.99,105.6
26.45,52.2,21.97,196.55,158.79
24.7,51.64,21.66,195.15,137.71
40.01,51.98,22.3,210.04,139.63
26.84,54.5,22.78,140.71,113.84
26.15,54.45,22.61,195.01,145.77
23.95,55.19,23.56,124.73,105.44
25.32,55.21,21.9,197.46,103.8
38.96,42.57,22.18,130.04,171.81
24.11,42.43,22.21,188.84,165.45
38.47,42.49,22.24,185.09,106.22
38.34,52.97,21.98,123.09,166.04
24.61,57.24,22.99,192.37,105.97
23.7,55.79,23.65,218.86,113.88
30.22,56.94,23.8,125.57,175.43
24.89,53.5,23.51,208.34,106.64
25.6,51.51,22.0,194.76,160.91
23.93,53.49,22.81,124.19,163.46
24.52,50.03,22.27,212.06,102.87
37.22,48.65,22.71,195.37,104.87
23.66,50.36,21.72,192.67,3723.51
40.25,49.57,21.7,187.29,106.65
27.06,50.51,22.39,121.19,150.26
40.63,49.98,21.89,191.21,103.21
32.27,49.27,22.3,121.55,164.54
37.54,50.8,22.94,190.91,112.84
25.32,49.75,17.1,179.84,103.42
31.05,50.37,16.67,122.87,102.43
42.19,49.76,16.3,205.26,107.14
23.86,50.49,16.57,123.69,104.39
27.28,49.11,16.64,187.79,132.52
25.45,50.13,23.62,124.56,101.07
24.73,51.16,22.21,194.04,107.46
25.44,53.45,21.44,120.93,105.16
26.1,56.16,21.77,126.57,103.75
36.92,54.14,21.45,211.02,101.78
29.19,55.86,22.05,193.21,166.37
24.36,57.33,21.33,186.46,125.11
26.11,57.94,21.79,197.44,170.82
23.92,57.42,21.28,176.34,121.39
37.64,57.71,23.01,165.59,104.85
25.86,57.83,16.59,122.38,104.65
25.76,57.47,22.9,186.91,167.14
26.02,54.8,22.54,122.58,105.64
25.83,52.64,23.26,185.39,185.43
23.93,53.61,24.29,126.04,104.36
23.6,55.76,24.58,194.81,116.34
25.13,55.21,24.7,119.69,167.21
23.75,54.32,24.96,199.21,101.67
24.22,47.85,22.89,193.23,147.11
24.37,55.94,22.37,121.14,102.9
29.84,44.0,22.14,187.18,114.76
29.86,54.74,22.29,190.29,177.63
24.54,3618.35,22.02,124.92,108.65
25.41,56.76,22.2,194.64,143.68
24.28,56.37,21.51,128.88,106.44
27.79,54.04,22.86,212.22,168.52
23.7,54.35,23.19,124.01,109.78
24.51,54.32,23.18,191.92,147.92
25.08,56.86,23.39,124.84,167.89
29.46,57.24,23.59,191.55,105.1
24.96,57.08,22.6,196.58,154.21
25.59,56.83,23.6,125.75,165.69
23.65,55.79,23.82,198.46,106.73
23.68,54.65,22.33,126.3,183.21
24.16,54.24,21.8,137.99,102.83
23.9,52.83,21.91,192.77,165.45
23.52,52.65,21.88,124.06,102.68
26.22,52.89,22.41,159.01,168.31
38.11,50.49,23.12,124.28,101.93
26.72,54.49,22.81,196.96,156.62
28.95,51.51,22.72,201.15,102.89
24.8,50.08,14.35,148.39,163.87
24.79,50.11,22.14,213.42,177.56
25.26,50.73,22.55,168.34,165.92
26.07,52.92,22.26,199.75,102.81
34.67,50.88,24.28,197.45,168.29
29.79,52.38,22.46,212.7,104.69
24.08,39.52,22.19,193.16,163.53
24.07,40.1,14.19,212.34,171.18
23.87,41.32,22.56,194.45,111.45
24.33,39.11,22.17,126.54,169.95
23.9,53.36,22.23,202.66,103.76
24.65,56.81,22.62,127.91,102.06
25.1,57.1,23.2,124.11,165.14
25.18,57.0,22.27,198.79,162.66
24.18,54.84,22.17,121.61,123.66
24.78,55.3,22.7,191.72,163.31
24.95,54.46,22.29,122.3,102.63
24.51,54.52,22.09,195.64,164.24
23.73,53.96,21.89,201.45,105.56
23.8,41.1,22.24,124.37,168.61
25.94,51.07,21.97,207.1,162.1
23.6,51.81,23.89,126.51,103.05
24.3,50.34,24.09,190.57,103.63
31.28,52.28,24.16,118.78,170.7
25.56,52.36,23.71,124.65,169.71
26.23,51.34,24.1,191.32,102.54
26.05,52.45,23.97,128.41,165.27
24.17,51.67,24.59,197.72,170.53
25.57,51.07,24.05,120.99,171.02
24.06,51.4,24.08,191.58,168.76
27.04,50.05,21.7,190.71,108.56
24.35,51.05,13.86,185.97,167.38
28.27,50.72,21.57,122.2,104.22
24.37,49.97,16.67,194.16,104.25
26.45,50.09,23.12,134.28,167.93
25.35,52.04,14.04,193.77,160.74
24.3,50.84,23.99,136.23,105.39
24.35,50.35,16.43,187.68,171.6
23.54,50.77,22.07,161.08,104.06
24.44,51.43,23.89,122.71,171.37
24.87,48.98,14.55,122.32,159.33
24.58,54.33,23.53,205.62,101.03
25.57,52.46,13.88,196.2,107.2
29.37,50.98,24.3,120.66,102.23
23.65,52.87,23.48,194.7,171.1
26.45,52.12,15.35,200.08,112.69
24.83,54.15,23.81,124.99,149.99
27.9,56.1,23.95,121.57,136.22
23.64,56.81,23.85,193.23,136.64
24.98,54.4,15.66,121.71,144.76
23.53,53.3,22.06,185.88,113.96
24.83,53.25,21.55,123.7,140.95
25.64,53.3,14.2,183.38,114.09
25.14,53.27,21.84,3687.46,137.11
26.15,51.95,24.13,198.25,110.37
24.97,52.08,17.07,189.17,101.38
30.14,52.72,21.98,130.51,133.24
28.68,52.18,22.67,186.25,137.87
24.06,52.05,14.29,144.48,137.66
24.04,52.67,24.16,184.96,102.46
24.97,54.06,22.56,124.01,160.19
24.77,51.66,15.41,123.19,130.12
23.99,52.31,22.85,130.86,162.53
23.91,55.89,23.56,206.5,103.19
24.92,52.88,24.15,162.76,105.52
24.0,52.84,23.52,204.34,175.92
23.58,51.97,14.19,187.67,103.52
25.01,49.83,23.99,125.07,165.18
24.71,49.82,21.93,203.61,171.09
24.87,52.18,23.11,124.48,104.26
24.74,51.19,21.71,188.63,102.07
25.13,51.22,22.57,124.74,108.61
31.56,55.94,22.04,185.12,162.04
25.5,56.16,23.38,123.17,151.81
24.0,56.88,22.41,204.74,168.89
23.74,54.31,15.11,199.82,124.62
24.78,51.38,24.41,205.36,171.29
24.5,59.93,22.69,124.4,112.51
24.52,53.85,24.5,192.94,176.7
24.41,54.55,23.58,201.56,114.29
23.53,53.26,22.67,206.81,161.44
27.68,52.51,24.65,199.13,163.98
26.65,54.11,24.71,123.08,104.68
24.21,39.49,22.67,132.04,169.98
24.48,39.32,25.07,190.69,111.44
28.91,42.61,22.46,137.75,174.42
28.92,36.04,24.9,203.08,172.97
24.75,39.26,22.41,119.89,109.52
24.7,47.6,21.65,190.83,163.02
24.22,43.8,22.94,205.75,108.64
23.56,46.41,14.08,206.99,159.74
24.16,45.2,24.44,186.83,176.07
24.69,42.96,23.33,187.2,110.71
25.13,43.97,22.45,200.07,160.97
38.68,43.96,22.58,121.81,118.23
36.0,43.65,22.88,187.24,149.07
26.3,43.67,21.66,126.92,163.62
31.05,44.94,21.73,188.17,165.88
26.24,36.72,21.49,137.47,106.0
24.12,38.91,23.29,206.58,121.2
23.62,41.24,22.38,204.45,159.95
25.4,39.74,22.59,190.42,105.67
24.83,49.85,21.41,124.33,160.68
25.48,45.21,22.17,188.06,104.38
24.25,45.21,23.6,208.52,104.67
24.53,34.36,22.68,122.86,112.83
24.6,33.71,21.53,190.74,168.2
25.11,33.89,15.46,129.93,109.26
24.91,33.28,22.56,198.07,163.45
24.53,33.71,15.51,120.78,175.12
24.8,47.38,24.52,195.84,105.14
24.66,46.62,14.59,122.13,162.01
24.85,47.0,22.65,197.07,104.38
24.79,47.12,22.52,121.2,109.73
25.47,46.96,22.57,199.01,165.91
23.56,36.39,23.2,120.49,113.66
25.25,42.04,17.37,210.84,107.32
24.65,50.55,22.68,203.61,174.15
26.26,40.91,21.44,204.23,104.37
26.28,39.41,24.65,121.37,104.2
24.25,40.03,24.1,198.87,163.39
24.64,43.89,22.02,201.83,106.21
23.69,39.95,22.57,213.69,170.87
23.75,44.28,14.8,194.14,119.46
24.94,46.2,22.81,172.09,134.7
23.8,40.04,16.47,186.61,124.56
25.41,42.83,25.04,129.13,167.72
25.25,44.98,22.14,191.82,178.39
24.16,44.61,22.6,186.88,104.73
25.62,38.16,24.88,187.05,172.74
25.43,42.81,13.95,124.9,174.0
31.19,46.37,24.39,120.22,168.78
30.26,36.09,22.74,189.16,104.83
23.74,51.87,22.45,200.48,157.81
23.93,47.03,22.49,194.94,134.96
23.99,53.89,22.43,182.13,168.32
23.66,53.47,22.32,157.46,130.73
25.27,50.13,22.26,133.79,158.97
28.71,55.21,22.26,144.25,120.65
23.8,51.05,22.23,175.18,168.52
24.14,53.38,22.48,168.13,166.13
36.82,39.56,22.54,163.51,138.54
26.13,55.11,22.98,162.02,180.17
26.9,34.12,21.44,128.69,105.02
24.3,51.95,21.07,195.22,102.52
25.19,42.35,22.43,127.46,115.11
26.36,37.5,21.86,186.06,136.15
25.25,43.99,24.03,199.15,122.22
29.24,41.85,24.3,120.78,105.19
34.0,39.65,24.29,193.78,163.16
24.23,38.2,24.12,121.35,177.39
24.36,36.15,24.35,186.41,110.79
25.14,44.49,24.38,127.69,164.99
26.1,41.17,22.23,186.96,106.11
23.88,34.95,21.89,121.31,172.75
25.82,48.35,21.82,197.25,107.3
35.17,39.27,21.42,197.38,172.21
36.11,41.69,22.23,201.25,167.18
36.81,33.36,21.27,198.72,107.2
34.24,43.63,21.35,122.29,158.45
26.61,32.54,21.58,189.08,3668.46
33.02,43.5,21.47,127.55,175.18
31.36,43.86,22.25,196.46,174.99
26.11,33.47,21.91,196.85,163.95
25.68,53.65,22.07,153.64,108.71
25.26,52.91,22.08,129.81,172.21
32.99,37.77,22.54,201.57,105.87
25.71,54.48,22.7,126.99,163.96
25.24,53.29,22.58,193.04,113.46
24.24,51.74,22.44,152.34,167.56
26.78,56.19,24.25,125.77,170.51
25.82,54.22,24.46,195.13,158.59
28.85,55.7,24.19,125.57,174.17
33.1,35.37,24.2,209.8,162.01
31.22,53.0,24.47,120.65,139.62
30.76,34.82,24.5,193.39,158.23
30.84,52.42,24.45,184.99,160.53
29.47,33.41,22.37,129.03,119.72
30.6,52.03,21.86,171.64,167.62
24.77,55.86,21.98,131.77,104.19
29.16,36.04,21.68,163.55,168.8
26.59,55.43,21.42,141.33,168.6
29.14,53.85,21.74,173.94,169.14
31.02,50.72,21.67,153.24,167.75
27.03,33.84,21.35,155.98,167.35
23.56,56.76,22.46,128.99,160.97
35.28,38.45,21.82,161.0,106.0
24.67,52.29,22.01,169.74,164.58
24.26,50.32,22.08,134.19,104.55
24.73,33.69,23.37,192.38,170.1
30.09,54.54,22.55,170.76,159.5
28.97,53.18,22.37,124.91,165.04
27.43,53.75,22.26,164.06,162.06
25.84,33.74,21.5,123.42,137.28
27.72,54.09,21.58,200.06,163.01
28.28,49.81,21.48,190.22,104.91
24.78,52.87,21.77,120.21,163.37
29.58,55.08,21.59,150.57,159.5
32.43,33.44,21.92,160.72,108.51
33.02,55.03,23.5,123.21,143.19
34.54,50.46,23.43,161.14,126.06
34.47,32.91,23.49,197.02,144.15
28.56,53.75,22.44,146.25,150.16
26.88,57.59,21.45,197.69,182.29
30.11,50.8,22.05,123.44,169.66
25.26,51.1,22.95,186.1,121.28
25.66,48.09,22.71,120.61,169.49
32.07,51.34,22.66,172.1,108.46
33.17,52.38,23.04,154.87,185.14
27.16,35.32,23.58,192.04,185.98
23.62,56.36,23.02,123.23,173.9
25.31,35.99,23.6,198.81,162.18
24.35,55.55,22.45,200.81,113.07
23.65,53.0,21.75,186.93,172.38
24.02,34.12,21.84,190.22,165.34
28.89,52.07,23.25,194.65,167.46
29.68,36.77,22.96,200.32,170.54
25.64,52.45,22.52,143.25,160.6
25.58,53.78,22.37,207.17,158.25
30.06,44.18,22.72,187.39,167.08
24.28,54.37,22.32,204.53,111.34
23.93,35.67,22.09,120.56,169.04
24.77,54.03,23.27,200.84,171.88
23.51,51.65,23.38,199.06,161.61
24.49,54.98,22.96,197.93,157.74
23.66,36.29,21.81,196.03,112.81
25.55,53.8,21.91,198.8,162.49
25.15,50.43,23.09,124.31,130.19
25.75,53.27,24.4,187.8,121.62
23.74,36.14,24.75,120.41,122.61
30.89,51.61,24.72,192.25,106.9
26.11,51.55,24.51,121.41,104.42
25.37,50.68,24.91,175.1,107.62
36.63,51.13,23.88,122.09,109.66
33.24,49.87,24.21,193.59,113.39
23.86,51.25,24.54,127.12,157.06
25.12,51.84,24.44,153.26,143.7
24.89,51.78,24.57,123.35,148.03
24.32,44.88,24.32,200.1,102.17
27.43,51.76,23.57,120.63,155.82
24.31,54.87,24.0,132.58,166.87
25.6,55.82,24.3,197.97,157.91
30.73,56.59,24.3,195.78,159.9
27.24,56.77,22.13,196.8,162.12
24.89,56.88,21.99,120.87,104.98
27.82,56.92,22.19,190.86,171.29
25.48,57.08,21.98,210.05,166.01
26.23,56.23,22.29,126.05,104.2
26.49,55.81,21.89,122.49,178.22
26.33,55.92,21.65,123.32,175.74
26.38,56.21,22.02,121.92,173.31
34.84,56.12,22.3,210.46,177.98
31.89,55.99,22.79,122.12,177.66
33.38,53.57,21.84,212.75,177.59
33.13,52.9,22.65,129.03,144.21
27.17,53.13,23.05,200.82,103.48
24.68,52.78,22.9,119.52,158.04
25.81,52.63,22.06,200.87,157.99
23.89,50.88,22.82,202.87,105.6
25.05,50.43,23.07,123.2,143.33
25.35,50.62,22.93,196.07,148.31
23.82,50.72,23.03,124.27,129.34
27.77,50.52,23.07,201.61,109.69
26.01,50.54,22.26,120.66,157.3
25.31,50.26,21.37,131.73,102.28
23.79,50.04,21.95,213.65,117.69
26.32,43.9,22.07,150.65,161.85
25.15,52.21,22.01,207.45,121.94
36.16,51.29,21.1,122.45,175.86
26.76,49.92,21.33,196.48,174.16
24.82,51.12,21.34,126.16,102.54
24.67,52.86,21.15,121.0,157.43
24.97,53.01,21.37,206.6,105.22
30.43,52.32,21.68,125.85,164.86
25.81,52.99,22.27,185.1,108.6
24.96,54.6,21.38,119.97,168.39
25.82,54.66,21.02,126.46,114.36
24.97,50.8,21.23,119.48,169.17
24.73,50.17,21.7,204.42,140.14
25.3,50.18,21.36,123.53,171.41
25.46,50.39,21.25,206.13,111.01
25.52,50.82,21.48,213.91,164.09
24.13,50.41,21.09,128.79,104.38
24.19,51.87,21.99,197.38,162.01
31.42,50.37,22.36,189.09,104.05
36.34,51.73,22.76,192.94,172.36
29.6,51.42,22.02,139.91,144.47
29.96,52.84,22.23,197.58,108.84
29.21,52.51,22.74,191.14,137.04
25.49,42.3,21.64,142.03,108.14
35.49,40.48,21.62,200.0,138.18
24.86,44.23,21.28,121.47,118.01
26.23,52.94,22.44,198.0,135.14
29.42,48.73,22.94,191.45,107.35
39.24,49.79,23.06,205.84,121.27
24.47,48.44,23.04,198.75,103.31
30.99,47.88,22.4,201.13,105.2
25.27,44.04,21.7,131.04,107.01
24.86,50.8,21.77,185.95,106.3
24.42,47.44,15.52,184.8,105.54
24.65,35.2,15.72,146.63,158.47
31.45,47.84,16.77,159.6,108.97
25.18,35.48,16.67,126.54,146.49
26.24,54.54,17.52,158.27,104.35
24.77,51.38,16.77,173.9,110.12
24.8,45.18,16.61,137.41,107.9
26.86,35.99,23.38,190.63,105.75
24.49,52.32,21.87,203.18,117.26
40.59,52.52,17.13,199.38,106.87
27.66,52.58,23.06,188.6,152.12
24.17,53.42,21.29,191.75,108.29
29.54,53.83,21.75,122.34,111.55
24.31,53.24,21.64,211.18,157.52
23.62,35.68,16.15,121.92,110.06
32.66,43.79,16.28,187.86,111.52
24.1,44.88,15.86,131.04,146.47
23.95,51.04,16.47,196.43,114.09
23.38,38.76,18.38,211.59,134.57
24.29,48.91,15.91,200.1,102.81
25.5,50.48,16.31,122.23,102.63
24.24,52.35,16.0,120.91,165.53
32.33,48.69,17.39,200.2,105.37
30.95,50.21,20.04,130.74,164.9
29.13,50.27,20.97,188.09,103.47
31.9,39.31,21.22,123.45,174.28
34.32,50.48,23.18,196.95,108.67
34.97,50.26,23.47,120.45,118.32
25.6,52.92,14.72,190.6,112.82
24.14,51.96,22.14,127.65,164.1
24.05,52.36,21.91,194.65,165.64
23.71,55.6,21.9,129.49,169.61
26.07,52.44,22.11,188.8,137.84
23.54,52.63,14.7,125.16,103.1
25.82,52.98,24.42,202.1,113.75
24.62,50.67,24.44,188.39,161.67
24.2,44.6,24.33,124.57,102.02
25.69,39.13,24.02,199.54,169.53
24.51,40.56,23.74,122.85,105.5
32.9,42.95,24.42,202.77,156.76
33.24,42.59,24.18,125.99,161.98
32.69,52.17,23.89,208.52,103.59
24.24,50.77,24.22,132.02,161.05
24.21,51.75,23.6,213.5,103.47
24.34,44.7,24.06,131.14,170.69
26.62,54.01,23.78,206.76,103.85
24.02,40.61,24.14,128.26,166.03
23.95,45.98,23.95,193.12,103.43
24.68,45.35,24.1,122.52,157.1
24.61,34.44,24.28,191.96,163.2
24.68,36.54,24.07,123.87,159.3
25.09,41.71,23.22,129.61,167.63
