P-521,mlkem1024,hqc256
12.33,2.4,91.77
12.24,2.31,91.36
12.1,2.31,91.4
12.43,2.57,91.45
12.23,2.52,91.11
12.05,2.66,91.29
12.16,2.76,93.17
12.7,2.6,92.71
13.28,2.49,93.44
12.35,2.54,91.21
12.64,2.46,91.64
12.4,2.59,91.6
12.39,2.64,93.39
12.5,2.81,94.26
12.19,2.83,92.38
12.31,2.53,91.37
12.16,2.55,91.27
12.33,2.56,91.35
12.6,2.61,91.96
12.01,2.36,91.44
11.88,3.14,91.3
12.51,2.34,91.38
12.55,2.4,91.6
12.34,2.33,91.55
12.35,2.46,92.39
12.99,2.51,92.55
13.37,2.4,91.45
12.26,2.4,92.74
12.85,2.32,92.26
12.36,2.52,94.02
12.45,2.35,93.06
12.47,2.26,91.77
12.81,2.29,91.45
12.81,2.6,91.22
12.34,2.43,142.86
12.88,2.42,92.48
13.19,2.43,92.54
12.26,2.38,91.04
12.98,2.58,91.43
12.2,2.56,91.56
12.55,2.47,91.24
12.35,2.4,91.84
14.55,2.4,92.59
12.66,2.31,92.39
13.89,2.57,92.49
13.39,2.31,91.77
12.94,2.31,91.75
14.66,3.26,92.91
13.73,2.67,98.36
12.98,2.31,92.39
12.72,2.32,93.51
14.92,2.49,92.15
12.43,2.31,91.86
12.5,2.56,91.44
12.82,2.6,92.55
13.26,2.46,100.39
12.31,2.52,91.31
12.77,2.33,91.71
12.2,2.43,92.09
12.99,2.34,91.75
14.36,2.46,92.03
12.38,2.33,91.83
12.43,2.4,93.51
12.33,2.55,92.66
12.57,2.79,91.87
12.05,2.53,91.89
12.56,2.36,92.87
12.37,2.52,98.89
12.33,2.33,91.42
13.79,2.5,91.32
16.04,2.42,93.42
12.86,2.38,91.23
12.76,2.38,93.95
12.37,2.29,93.68
12.23,2.33,93.44
12.62,2.48,92.55
12.43,2.41,94.62
12.32,2.25,91.68
12.3,2.33,92.93
12.48,2.47,92.19
13.03,2.46,99.05
12.46,2.31,95.9
12.95,2.17,96.73
13.55,2.29,94.13
12.45,2.42,95.21
15.74,2.77,93.86
13.49,2.38,91.49
12.45,2.28,93.26
12.19,2.31,105.48
12.27,2.16,91.22
12.61,2.25,91.53
12.22,2.22,92.24
12.52,2.31,92.33
12.16,2.48,94.54
11.94,2.46,96.39
12.0,2.46,94.48
12.14,3.23,97.63
12.54,2.55,93.87
12.08,2.5,93.04
12.24,3.99,94.82
12.29,2.71,97.0
12.41,2.64,91.57
12.87,2.62,92.28
12.82,2.69,93.11
13.17,2.51,92.67
12.44,2.42,91.82
12.15,2.38,95.0
12.11,2.64,94.39
12.94,2.68,94.33
12.08,2.37,91.47
12.16,2.47,91.78
12.22,3.23,91.58
12.81,3.33,91.39
12.05,2.29,91.33
12.33,2.24,95.92
12.33,2.74,101.13
12.18,2.74,91.5
12.57,2.47,92.33
12.82,2.25,91.81
12.36,2.37,91.75
12.26,2.47,92.56
12.17,2.5,93.87
12.68,2.47,95.56
12.15,2.53,91.65
12.31,2.28,92.34
12.14,2.52,93.31
12.24,2.41,96.83
14.99,2.23,92.84
12.2,2.39,92.68
12.15,2.33,93.33
12.03,2.5,93.35
12.31,2.38,91.49
12.08,2.65,91.5
11.98,2.69,99.46
12.01,2.49,92.15
12.09,2.39,91.72
12.36,3.17,91.82
17.02,2.51,94.58
12.08,2.89,94.65
14.87,2.42,94.36
12.94,2.38,92.14
13.47,2.56,96.23
12.86,2.45,95.17
13.1,2.42,91.71
13.86,2.23,91.78
12.53,2.23,96.57
13.53,2.26,92.07
13.88,2.85,97.5
12.16,2.46,92.95
13.31,2.63,97.52
12.11,2.57,93.55
12.32,2.68,94.49
12.34,2.94,106.65
12.41,2.31,95.83
12.46,2.27,94.57
13.2,2.33,91.63
12.5,2.17,91.16
12.61,2.31,91.4
12.35,2.3,92.52
12.59,2.37,95.21
12.24,2.54,93.02
12.35,2.29,95.49
12.41,2.25,94.57
12.66,2.24,92.21
12.19,2.49,92.74
12.03,2.24,92.33
12.46,2.44,93.44
12.16,2.45,92.62
11.96,2.46,92.42
12.21,2.35,91.46
12.24,2.28,91.66
13.32,2.43,91.24
12.63,2.33,91.35
12.55,2.41,92.31
12.41,2.38,94.97
12.19,2.41,91.36
13.04,2.44,94.15
12.7,2.48,91.99
17.85,2.52,91.61
13.15,2.64,91.81
12.39,2.36,91.83
12.31,2.38,91.21
12.27,2.39,91.66
12.51,2.42,97.58
12.23,2.52,93.12
12.35,2.44,91.94
12.36,2.28,91.31
12.36,2.3,91.28
12.82,2.38,91.71
12.97,2.38,91.11
12.22,2.22,92.68
12.71,2.4,93.5
12.79,2.35,92.95
12.52,2.33,92.61
12.44,2.33,92.28
12.27,2.47,92.0
12.45,2.69,92.57
12.71,2.6,94.63
12.69,2.36,91.66
12.23,2.35,3656.78
15.25,2.34,92.87
14.39,2.27,92.93
14.49,2.4,93.13
13.5,2.46,94.54
12.3,2.88,92.55
12.25,2.62,91.58
12.46,2.54,99.34
12.19,2.69,92.66
12.39,2.66,131.86
12.01,4.25,91.45
11.91,4.32,94.0
12.1,3.04,91.36
12.2,4.33,91.5
12.68,2.78,91.87
13.61,2.94,91.43
12.29,2.35,91.47
12.85,2.26,91.83
12.18,2.44,92.22
12.74,2.71,91.88
12.28,2.33,93.44
12.55,2.48,91.6
12.16,2.38,98.56
12.46,2.27,128.27
12.45,2.26,92.44
12.69,2.5,92.32
12.27,2.33,92.56
12.58,2.54,91.86
12.41,2.66,91.75
12.74,2.36,91.85
12.14,2.45,92.03
12.04,2.46,92.67
12.79,2.45,91.48
12.85,2.39,92.06
13.2,2.57,93.24
12.67,2.44,91.52
12.13,2.43,95.12
12.4,2.45,91.64
14.17,2.43,94.01
15.28,2.27,92.76
12.85,2.39,91.64
12.65,2.35,91.69
12.6,2.48,91.4
13.77,2.61,91.49
15.24,2.23,92.04
12.66,2.48,91.61
16.56,2.33,91.66
12.34,2.29,91.91
12.19,2.39,94.49
12.23,2.33,91.65
12.19,2.34,92.21
12.13,2.39,92.84
12.24,2.48,91.87
12.66,2.22,96.38
12.91,2.29,93.17
14.08,2.3,94.33
12.08,2.18,92.28
13.14,2.35,91.44
12.12,2.41,91.26
12.51,2.44,92.29
12.56,2.77,92.18
12.14,2.48,91.95
12.32,2.41,91.9
12.59,2.64,93.61
12.73,2.48,91.46
12.44,2.57,91.57
12.12,2.37,91.49
12.34,2.23,108.03
12.49,2.21,95.52
12.77,2.38,93.93
12.29,2.46,91.44
12.23,2.42,91.12
12.07,2.46,91.32
12.6,2.42,91.26
14.23,2.33,91.44
12.77,2.46,91.29
12.31,2.27,94.17
13.89,2.29,92.13
16.14,2.35,94.07
13.62,2.27,92.52
12.6,2.59,92.71
13.35,2.65,91.96
14.43,2.48,93.2
13.0,2.23,92.77
13.0,2.39,91.78
12.85,2.39,92.66
13.19,2.67,91.49
13.0,2.36,91.31
12.19,2.47,92.11
12.23,2.89,91.86
12.17,2.62,91.45
12.2,2.44,91.52
12.45,2.33,92.01
13.58,2.39,91.86
12.19,2.46,93.18
12.09,2.72,95.05
11.96,2.57,91.34
12.18,2.41,91.47
12.24,2.41,91.66
12.13,2.33,95.14
12.58,2.54,93.62
12.64,2.38,91.5
12.14,2.34,91.57
12.96,2.2,92.89
12.44,2.27,92.34
12.77,2.34,91.88
13.52,2.47,92.22
12.26,2.44,91.29
12.25,2.47,116.68
12.25,2.36,92.2
12.27,2.43,91.31
12.4,2.34,91.91
12.48,2.39,92.3
12.23,2.58,91.9
12.11,2.48,94.93
12.48,2.46,92.43
12.31,2.31,93.88
12.47,2.33,96.25
12.56,2.28,91.13
12.15,2.3,91.41
14.26,2.31,91.73
12.09,2.33,92.44
12.28,2.45,91.29
16.86,2.62,91.65
12.76,2.64,94.13
13.05,2.44,101.54
13.41,2.29,95.94
12.09,2.28,92.6
14.87,2.49,93.41
14.93,2.28,93.25
12.16,2.55,93.48
12.22,2.75,92.72
12.09,2.92,92.59
12.07,2.98,92.0
12.48,3.5,91.74
12.11,2.58,92.9
12.11,2.39,92.88
12.05,2.4,94.9
12.02,2.5,92.0
12.21,2.44,91.98
12.12,2.43,92.1
12.96,2.36,92.82
12.34,2.63,94.24
12.49,2.54,92.95
12.32,2.55,92.13
12.15,2.35,91.46
12.24,2.42,91.83
12.03,2.72,92.9
12.19,2.43,91.65
12.05,2.65,92.33
12.53,2.5,108.15
12.34,2.89,94.6
12.12,2.5,125.51
12.29,2.65,91.4
12.81,2.41,92.3
13.14,2.32,91.57
12.75,2.67,91.22
12.68,2.37,91.28
13.82,2.45,91.07
14.0,2.51,91.53
13.25,2.98,92.36
13.28,2.35,93.97
12.24,2.43,93.93
12.17,2.47,93.17
12.55,2.53,91.73
12.31,2.36,93.16
13.13,2.49,93.54
12.83,2.39,93.79
12.31,2.3,94.71
12.78,2.68,92.33
12.03,2.38,128.41
12.18,2.5,92.48
13.05,2.47,91.49
13.18,2.46,91.89
12.23,2.39,91.69
12.64,2.51,95.31
12.57,2.28,97.69
12.61,2.63,92.31
12.02,2.5,91.74
12.13,2.57,92.03
12.4,2.57,93.76
12.95,2.69,92.93
16.86,2.37,91.41
18.73,3.55,91.73
16.69,3.46,93.83
12.48,2.98,91.86
13.02,3.51,91.49
12.94,3.5,93.54
14.76,2.51,93.62
12.39,2.38,93.87
12.56,2.55,91.57
13.35,2.6,92.76
12.57,2.35,91.57
12.79,2.62,92.73
12.43,2.46,91.64
12.36,2.52,91.48
12.75,2.63,92.04
12.47,2.53,92.02
12.54,2.62,96.2
12.24,2.5,94.38
12.15,2.82,92.42
12.41,2.82,91.48
12.95,2.52,91.27
14.28,2.48,92.02
12.37,2.62,92.7
14.04,2.52,94.28
13.25,3.02,92.02
12.33,2.44,97.77
13.63,2.41,91.82
12.15,2.31,99.17
12.27,2.81,110.03
12.56,2.67,91.76
12.02,2.52,93.97
13.01,2.75,92.81
13.62,2.56,93.38
17.3,2.39,97.15
12.61,2.94,94.25
12.47,2.61,103.21
12.79,2.53,96.63
12.79,2.79,95.53
12.35,2.54,95.46
12.2,2.66,95.33
12.38,2.48,92.65
12.22,2.39,91.94
12.14,2.56,93.41
12.01,2.48,93.19
12.12,2.32,95.91
12.49,2.59,92.05
12.6,2.41,93.3
13.04,2.51,96.85
14.19,2.47,93.81
12.35,3566.84,97.97
12.13,2.71,93.14
12.12,2.85,92.73
12.0,2.79,92.65
12.1,2.48,92.36
11.83,2.56,93.83
11.85,2.54,94.98
11.85,2.48,94.07
11.96,2.62,93.55
11.95,2.61,93.46
11.96,2.56,99.73
11.98,2.63,92.08
12.03,2.83,92.62
11.97,2.88,93.04
11.96,2.6,93.44
11.89,2.68,94.0
12.24,2.66,91.6
12.65,2.66,91.85
12.47,2.4,91.35
12.51,2.42,101.67
12.29,2.47,97.92
12.4,2.53,91.96
12.42,2.62,91.45
12.12,2.67,91.94
12.14,3.67,92.62
11.99,4.02,92.63
12.01,2.45,92.08
16.53,2.43,93.08
12.55,2.42,94.31
12.55,3.05,102.89
12.33,2.47,92.78
12.61,2.31,93.79
12.47,2.66,93.16
16.66,2.43,92.25
12.18,2.94,92.19
12.28,2.25,91.96
12.24,2.5,92.48
12.06,2.58,91.8
12.39,2.44,92.55
12.38,2.48,94.65
12.03,2.41,92.02
12.15,2.35,91.84
12.51,2.64,92.52
12.02,2.58,92.73
12.08,2.55,92.7
11.94,2.46,91.67
12.37,2.48,93.63
13.11,2.38,94.14
12.89,2.42,94.35
14.55,2.6,92.3
12.5,2.58,91.28
12.38,2.46,91.4
12.33,2.77,91.75
12.39,2.33,93.47
11.97,2.54,93.94
11.83,3.03,95.28
12.08,2.45,95.98
12.06,2.54,94.98
11.8,2.45,109.16
12.02,2.27,93.72
12.06,2.44,93.94
12.1,2.37,93.86
12.04,2.41,91.77
12.17,2.45,117.87
12.04,2.79,102.82
12.3,2.64,94.56
11.84,2.49,95.08
11.87,2.39,92.1
11.84,2.62,94.22
11.85,2.56,96.38
12.16,2.48,116.92
12.12,2.67,115.09
12.39,2.36,91.62
12.42,2.61,3656.15
12.47,2.62,101.1
12.65,2.94,91.75
12.18,2.86,92.77
12.08,3.41,92.06
12.07,2.64,92.2
11.91,3.18,94.65
12.2,2.67,91.7
11.91,2.62,92.5
11.81,2.64,92.62
11.67,2.5,92.12
11.93,2.44,91.65
12.11,2.56,92.78
12.67,2.4,92.56
12.48,2.41,92.49
11.92,2.6,92.65
12.0,2.61,91.4
11.79,2.56,91.38
11.94,2.75,131.42
11.71,2.52,91.38
11.82,3.48,91.49
11.8,2.56,91.41
12.03,2.51,91.28
12.07,2.45,91.39
11.79,2.54,91.45
11.96,2.49,93.24
12.14,2.54,92.19
12.46,2.81,92.42
12.12,2.53,93.4
12.63,2.78,92.26
12.26,3.39,92.62
12.12,2.69,92.1
12.21,2.62,91.7
12.37,2.56,96.01
11.93,2.73,102.2
11.89,2.71,91.46
12.0,2.9,93.19
12.78,3.54,93.57
12.38,4.45,95.74
13.23,3.92,93.5
11.95,3.84,91.5
12.48,2.84,92.26
13.33,2.48,92.09
12.03,2.5,91.58
12.28,2.44,92.01
11.83,2.47,93.05
12.63,2.62,91.61
11.97,2.71,91.67
11.98,2.48,92.48
11.96,2.3,92.0
12.22,2.6,92.35
12.44,2.47,92.44
12.09,2.58,93.53
12.69,2.33,91.85
12.52,2.57,91.64
13.53,2.37,92.14
17.36,3.36,92.34
12.69,2.36,91.79
13.58,2.26,91.8
12.5,2.29,92.53
12.63,2.54,97.06
13.29,2.39,95.77
16.13,2.53,91.98
12.48,2.52,91.87
12.24,2.39,91.98
11.85,2.54,91.96
12.7,2.32,99.13
12.2,2.79,91.66
12.28,2.83,92.02
12.1,2.48,93.0
12.94,2.81,94.17
12.37,2.52,92.61
12.23,2.52,91.93
12.17,2.53,93.75
12.77,2.38,91.28
13.74,2.48,91.3
12.39,2.66,101.52
12.54,2.52,91.25
12.31,2.45,91.42
12.47,2.44,93.25
12.24,2.71,91.32
12.61,2.77,91.37
12.24,2.69,91.92
24.53,2.99,93.47
19.91,2.76,91.63
12.3,2.66,91.66
12.33,2.59,92.48
12.36,2.84,91.38
12.13,2.55,91.87
12.13,2.6,94.87
12.14,3.41,94.43
12.52,2.48,90.94
12.37,2.49,92.76
12.21,2.53,91.68
12.22,2.46,91.83
12.43,2.56,91.4
12.36,2.32,91.77
13.71,2.43,92.18
12.74,3.02,93.42
12.19,2.94,91.57
12.84,2.64,92.89
12.14,2.54,106.01
13.8,2.35,94.08
12.55,2.72,91.91
12.45,2.88,91.9
13.58,2.62,92.45
13.14,2.42,96.36
12.19,2.32,91.53
13.27,2.72,92.15
12.37,2.38,92.35
12.89,2.5,92.17
12.2,2.52,93.82
12.27,2.67,94.33
12.15,2.58,91.75
12.23,2.58,92.8
12.92,2.67,97.56
12.21,2.83,91.98
13.65,2.52,92.21
13.39,2.68,94.5
12.3,2.74,93.61
12.19,2.61,91.86
17.27,2.56,92.17
12.58,2.5,91.74
12.96,2.36,91.97
13.19,2.44,91.86
13.43,2.33,93.15
14.04,2.43,91.39
13.29,2.56,91.3
12.42,2.53,91.63
15.4,2.61,97.08
15.54,3.48,94.11
13.84,2.89,98.54
13.59,2.59,92.2
13.86,2.57,92.95
14.28,2.61,94.6
13.49,2.8,92.24
12.26,2.45,94.61
12.38,2.5,96.41
12.33,2.45,91.73
13.25,2.42,92.04
12.1,2.38,94.46
13.14,2.48,95.42
12.88,2.61,93.22
13.35,2.38,91.97
12.71,2.46,93.79
12.53,2.64,91.55
12.54,2.39,94.38
17.6,2.39,91.32
15.66,2.58,93.93
13.01,2.56,93.76
12.41,2.83,96.24
12.82,2.69,92.81
12.95,3.13,93.23
12.94,2.37,93.1
13.75,2.28,94.59
12.67,2.5,92.98
15.28,2.5,92.66
12.53,2.39,92.52
12.78,2.6,93.04
14.98,2.67,92.47
12.45,2.39,92.89
12.66,2.62,95.13
13.48,2.42,91.83
13.09,2.75,93.09
13.93,2.56,93.12
13.76,2.45,98.91
13.05,2.54,91.42
13.13,2.44,91.58
12.46,2.31,91.61
12.85,2.45,91.44
14.43,2.57,91.52
12.35,2.44,95.6
12.12,2.6,92.34
13.46,2.62,91.84
12.45,2.34,92.05
12.78,2.28,92.25
12.57,2.37,91.71
12.61,2.51,91.8
14.17,2.37,92.12
13.04,2.27,94.04
12.85,2.29,95.57
12.56,2.39,94.06
12.75,2.38,91.53
13.21,2.4,91.69
12.11,2.5,91.51
15.09,2.37,110.61
12.34,2.52,93.73
12.34,2.52,91.72
14.01,2.28,91.44
14.07,2.22,92.81
12.6,2.4,91.77
15.69,2.31,92.2
17.94,2.39,95.17
13.21,2.39,94.97
13.35,2.35,94.99
12.55,2.25,99.95
12.15,2.44,101.26
12.24,2.71,97.86
12.31,2.5,93.06
12.24,2.35,95.33
12.26,3.43,93.29
12.17,3.18,91.92
14.88,2.31,96.71
16.68,2.26,93.69
15.01,2.96,91.94
12.41,2.65,100.7
12.54,2.78,93.95
12.32,2.59,92.72
12.58,2.51,91.64
12.83,2.65,91.53
12.96,2.29,94.44
13.62,2.39,92.12
13.77,2.48,92.14
12.45,2.42,91.18
14.3,2.33,93.61
12.42,2.29,92.75
12.92,2.31,93.21
13.66,2.31,92.63
12.42,2.46,92.88
12.29,2.36,93.28
12.67,2.37,97.25
12.53,2.47,100.44
12.39,2.23,97.46
12.48,2.31,100.21
13.12,2.28,93.28
14.45,2.29,91.5
15.6,2.36,91.66
12.65,2.33,91.2
13.72,2.62,91.85
12.63,2.25,91.74
15.25,2.42,92.46
12.83,2.17,91.99
15.92,2.45,91.87
12.76,2.37,93.96
13.44,2.29,93.08
13.25,2.2,92.38
13.29,2.34,93.72
13.69,2.38,94.08
13.69,2.25,93.33
12.51,2.47,96.4
16.48,2.31,94.43
14.23,2.53,93.6
12.39,2.39,92.06
12.35,2.33,91.2
12.26,2.41,92.19
14.24,2.44,91.94
13.92,2.31,91.51
12.77,2.5,110.23
12.97,2.46,92.36
14.16,2.27,92.25
17.77,2.39,91.31
12.88,2.34,97.5
12.63,2.27,94.82
12.36,2.35,92.0
12.54,2.61,93.76
12.24,2.31,93.08
12.07,2.4,92.06
11.96,2.56,114.01
15.63,2.33,94.02
12.84,2.41,91.66
12.09,2.64,94.2
12.89,2.64,91.88
12.89,2.48,90.95
13.73,3.15,91.57
13.07,2.74,93.9
12.38,2.84,93.75
12.31,2.72,91.21
12.8,2.71,92.89
12.86,2.69,91.73
12.3,2.51,97.43
13.02,2.72,92.5
13.94,2.41,91.63
12.9,2.36,92.31
12.57,2.32,120.01
13.11,2.39,91.19
13.35,2.37,91.83
13.98,2.6,91.35
12.46,3.06,91.25
12.26,2.3,91.79
12.2,2.36,91.42
12.66,2.31,92.19
12.85,2.32,93.14
12.74,2.34,91.59
12.48,2.29,91.54
12.48,2.56,91.81
12.04,2.33,92.58
12.35,2.51,92.19
12.15,2.7,92.39
12.31,2.76,91.67
12.16,2.31,91.33
12.29,2.34,91.57
12.76,2.38,91.91
12.1,2.36,92.77
12.29,2.56,93.07
12.16,2.75,92.0
12.19,2.96,95.88
12.46,2.96,92.03
12.08,2.48,91.35
13.52,2.6,92.4
12.46,2.6,92.27
17.26,2.88,91.93
16.88,2.57,95.06
12.23,2.31,91.53
12.18,2.45,92.55
12.29,2.48,91.57
12.71,2.47,91.55
12.3,2.39,94.62
12.4,2.47,3676.78
12.26,2.65,111.63
12.06,2.43,91.12
12.26,2.62,91.12
12.68,2.43,91.56
12.88,2.36,105.48
12.34,2.33,96.63
12.47,2.33,94.38
12.35,2.36,91.97
12.68,2.28,91.93
12.36,2.27,91.66
12.32,2.45,91.59
12.68,2.42,92.12
12.12,2.2,92.0
12.33,2.5,92.92
12.29,2.41,91.74
12.52,2.27,92.02
12.39,2.37,92.5
12.08,2.38,92.18
12.58,2.31,91.69
12.21,2.39,91.42
12.06,2.25,91.41
12.16,2.4,92.39
12.6,2.76,91.23
12.17,2.87,91.61
12.5,2.77,92.45
12.69,2.57,118.67
